,username,followers_count,following_count,user_tweet_count,listed_count,description,user_id
228,stepanouk,618,2952,40859,4,"""Be kind, for everyone you meet is fighting a hard battle..."" 

- Rev John Watson/pen name Ian Maclaren (Quote also attributed to Plato or Philo of Alexandria)",34408232
229,CF18Handler,153,92,9752,4,,1410391437481414656
231,ThatADHD_EA,1335,411,67554,215,(She/her) Educational Support Worker (EA). Thoughts are my own. #GraphicDesigner #EcoMom #3kids #EducationAssistant #TpTShop #ASDMom #midlifecareerchange,29885835
232,VikingJonesy,10365,2535,123486,41,"Co-creator of @terribleplanet, maker of https://t.co/Qs3i9iV9if Rippin farts and breakin hearts. @coffeeandvinyl1 makes it all worth it.",262197881
234,Gwensday3,130,307,2637,2,"Great Grandmother, writer, photographer, Death Doula. Living & Loving everyday",2837012413
235,plain_me9,159,579,5227,0,"#votefordout2022
#IStandWithTrudeau",1482202524149075970
236,AnnHilton35,65,198,6379,1,#ChiefsKingdom,1400945637974286338
237,couchieMeowMeow,6668,7024,13947,7,I don’t have a political party atm so be convincing  #gohabsgo🏒🥅she/her#ptsd #add #neurodivergent #ehlersdanlos ✊🏿👩‍🦽 ~Educator~it’s cool to be kind🚫DM’s!,1423808899409403904
238,PureShakti,1591,2608,99734,112,Apollo8 1968: We 1st see #earthRISE. We no longer live on that #earth. 2022: #CodeREDforHumanity; #ActonClimate #TheGoodEarth #NoPlanetB No #TMX #LNG or #SiteC,107900713
239,annie_horton50,437,403,21769,2,,1265313782
241,reesanicholson,53,315,375,0,"Science geek, TBI survivor, cancer survivor, crocheting fool.  Still making a difference in the world...somehow, someway...she/her/mineminemine",224245746
242,amychomd,5023,3656,9457,75,"EM doc and mom of four, encourager, one of Wolverine nation, Korean by love. Founder of https://t.co/nQRYCUqgnM. Tweets are mine.",1052571889007251458
243,bleeduntildeath,289,2040,39767,4,"30 m let it flow 

18+ account",124099612
244,nhutchings,72,127,1559,2,,51926058
245,MaggieGranny,1755,2532,165443,0,Forgiveness is the key to happiness.  Always start with forgiving yourself.,985570002131550208
246,_nuotio_,2600,5002,23137,108,"Co-founder @QuARTOttawa #Queer #Arts Collective- Comedy & Cabaret brat #OttArts publicist, piano songster
- In Solidarity w #BlackLivesMatter #MMIWG #LandBack",93649345
247,stamps_fan81,325,1014,9757,4,Senior Privacy Advisor | Métis | Veteran | Licensed Paralegal | Humber Alumnus | he/him/il | Tweets = my own ≠ legal advice | RT ≠ endorsement,3389677633
248,candissabean,284,739,10532,10,"I like to take photographs. Be safe, be kind.",140095792
249,BBWriterCRD,4511,4291,73268,373,Poet/Pianist/Politics/Art& #BB Commentary WomenTeenChild&ImmigAdvocate/#keto/#ItalianAmerican #nokidsinprison/#FFBack #amwriting #CancelStudentDebt #KidsRights,69175925
250,RawStory,229932,3935,286612,5007,The official Twitter of https://t.co/82Vd6MUcJY. Want to get our daily newsletter? Click here: https://t.co/mClFX8BKOx,16041234
251,ntreallyhuman,66,485,4930,0,,1386889707573940224
253,OdetteInOntario,367,288,9778,5,"French Canadian Bridal Fashion Consultant, Christian, pro-lifer, patriot, Web & Graphic Designer, Editor.",3098092300
254,williamdore,165,658,12591,3,"Interesting stuff. Or not.| Married to the love of my life and my best friend. Former broadcast journalist and farmer. Currently Comms professional, Ottawa 🇨🇦",14048934
255,doghairgalore,519,1168,13422,0,🇨🇦,92443166
256,111Perspective,2,3,57,1,just thinking critically,1486913574664560642
257,TheFluFighters,2522,2433,1497,8,Pro intelligent life forms.,2229071948
258,SuzieqVayglo,1018,2402,42920,2,"worried about what direction our country is going in. 
#antivaxxers blocked. #Mom  #Grandma
#Equality 
#ConsCutsKill
#VoteFordOut2022",2545468007
259,stuckncalgary,2962,2956,238625,30,Jillofalltrades. Blue Bombers & CFL faithful fan forever. Manitoban at 💙. I used to help fix people🩺. I swear a lot.,1110728904
261,FixxieW,6450,6881,196248,2,#MAGA #TRUMPPENCE2020,2715949850
262,Reknewthegreat4,129,188,4880,0,🤍⏳🌋,1463620511427022849
263,Heron09,1079,2676,76185,26,Retiree #pro choice #BlueJays. Living the dream. Fully vaccinated.🇨🇦👩‍❤️‍👨☘️✈️ 😷 🧡,247478131
264,bgkmsc,708,2859,42417,18,"nature lover, animal rights defender, anti-fracker, anti-big oil, vegan, life lover.",536594609
265,KCGooner,978,2397,44111,26,I talk about old stuff for a living. AFC-SKC-AntiFascist-TID.,18492893
266,lisarose1308,54,193,14166,4,"❤️ 2 beautiful daughters, Autism advocate for my youngest daughter Dx ASD/MID, wife to an amazing husband ❤️",26485533
268,lindabintoronto,1118,2162,52511,7,"I love my cats and dogs so much ! 
Never EVER vote CONSERVATIVE  😁 🇨🇦 🇺🇸 
#VoteFordOut2022 #VoteThemAllOut2022",277727063
269,DCMiaMia,4426,3989,45222,25,#PROUDDEMOCRAT #ANTIFA #OBAMA #BIDEN #TRUMPFORPRISON  #NeverForgetJanuary6th #LIBERAL #Immigrant #Feminist #ClimateChange #NativeLivesMatter #BLM #StopNRA,3112530820
270,fistacuff789,128,596,5965,1,#FreeJaggiNow #NoFarmersNoFood #DrugFreePanjab #FarmersProtest #BlackLivesMatter,1334521915566919681
271,wader306,184,738,2508,0,just looking for the entertainment,1214731259240337409
272,DM4C80,304,1067,18458,26,Take care of yo' chicken...,22954794
274,J4ckRathunter,8,548,453,0,,1433946800608538624
275,mathiasced,794,949,11675,6,"Källkritik och omvärldsanalys. Föreläser, skriver, utbildar, forskar. Historiker i grund och botten. Arbetar vid Allefonti.",36319342
276,AmandaParriag,864,885,14026,51,Speaks ferociously. Feminist. Connecting intersectional dots b/w women & systems. Fed up and hopeful (u can be both) and not done yet. #AWA #OCTEVAW She/Her,216116552
277,mvriumm,2213,1612,98938,21,thanks for the email,569047051
278,LALegault,1592,2567,51633,47,"Ask me when the plague is over, this is my personal account. ≠Legal advice #onpoli #cdnpoli",273758664
279,CameraguyRob,5078,5558,239447,106,Former video journalist. Owner of a food concession trailer. All my tweets and opinions are my own.🇨🇦,139954853
280,Milnoc,542,225,72180,29,"Entrepreneur, video producer, animator, technology columnist, consumer product reviewer, truck scale automation guru, amateur auto mechanic (Fiat 500 Abarth).",218307802
281,NatChicklets,211,1109,3788,2,"Mama Bear, Plant Whisperer, Feeder of Birds & Semi-Pro Squirrel pssss pssss'er",28892895
282,canteach,5308,5295,156391,20,Retired teacher and Grammy. I block a lot of nonsense- especially anti-vaxxers. I do know how to spell but I make a lot of typos!,16356658
284,AMacEwen,8078,2758,9106,172,"I wrote a book about how to tax the rich. Lefty economist, former NDP candidate. Tweets my own. she/elle",391084315
285,scottjyyc,421,2110,6167,1,Antifa,2516884518
286,cavanagh_danny,3518,4326,11555,34,#ClimateActionNow #morebikesfewercars #StopThe413 #VoteFordOut2022,2978018901
288,rqode,117,431,12341,6,,718267455815229444
289,MaryJoNabuurs,906,1595,37298,13,Just trying to help where I can. Avid sports fan and athlete. Happy to learn!,2553547478
290,nhighlands7,5806,5473,84204,0,"m4a, gnd, art, poetry, bowie, veggie, resist, gratitude, kindness 🎼⚡🌸🍄🖤 peace, love 🕊💜 recycle ♻️
🚫no locked accts  🚫no religion 
born Oct.7th ♎",1432919429831020552
291,Numbers28,51486,46310,469397,100,"Progressive, engineer, grandpa, birdWatcher, polyglot,world traveler, Episcopalian, married to Methodist, loves humans, education #FBR #Resist #DemVoice1",21952044
292,suepeac,4798,3604,561591,148,"Polygeek, Mom, wife, quilter, gardener,Edmonton 🇨🇦 #climatebrawl",18360735
293,Social_Canadian,49,607,387,2,lefty political nerd. Former Hill staffer. Owner of dogs,248697044
294,DonnaLoyd4,168,395,15183,34,Premium Freeze Dried #NonGMO #Nutritious. Shelf Stable. Order Online. #blizzard #camping #backpacking #snowstorm. #hurricaneprep #boating #prepping #griddown,4819630852
295,aaallanaaa,8,46,659,0,,296406882
296,jgmac756,327,583,32341,0,"A proud Canadian mom that loves family, horses, all things creative kindness and a nice pint of Guiness!",927351372017631232
298,whyamiboredasf,790,1663,63910,2,18♡brown♡Muslim ☪️♡ENTP♡Liberal🥀♡she/her #StopALLgenocides #VoteFordOut2022 #FiretheUCP #BLM #IndigenousLivesMatter 🟧 #FreeUyghurs #FreePalestine 🇵🇸 🟩,1213405462021853185
299,c_chickpea,99,355,3039,1,Screaming into the void,1356004331737079809
300,WithForethought,10234,10099,79647,4,"“There are two means of refuge from the miseries of life: music and cats.” – Albert Schweitzer   Canadian, Social Democrat.",1198417127637569537
301,MajorC4,237,1021,19075,1,,517098546
302,bauthorfowler,307,42,72437,1,"Will continue to mask up and not worried about anti-vaxxers, who only dare to harass women and children

He/Him. #BlackLivesMatter. #Antifascist. #ProudLeftist",891410661074280448
303,PoisonAero,256,124,15681,8,Professional harbinger of doom.,1514992326
304,JoshMontigue,292,740,2431,4,🇨🇦Social Democrat. #exjw on ODSP,493835677
305,RalphCr25029396,8,69,177,2,"Alive, for now",1479868279216742404
306,StetsonSt1,30,348,3371,1,,2407920727
307,skoonamat,575,1637,2039,3,,41012337
308,mzvividlyfoxxy,320,1139,21481,25,Kaleidoscope sunglasses at night,4490072542
309,Tansarama,90,417,3546,0,"Environment, equality, democracy, unbiased media",1103476860187369472
311,nennegumman,1205,885,9726,0,"Jag har min uppfattning, och du kan ha din, fine.😉😆 Delar sånt jag gillar och är ense om. Har starkt motstånd till dagens förda politik. Det går utför..",1080779135163748353
312,ura5ch3wo,1946,4866,116214,60,🇯🇵Anti-Online violence/Former 5chnnel Staff/non-expert QAnon Researcher/Anti-Fascism/Anti-Nazis/Anti-KKK 🇩🇪 My profile image☞@HelenSanOwO2,1177241929496481792
313,GhitaVee,425,1273,21939,5,1st Gen🇨🇦 - Montrealer - Member of the Ethno-Anglo Minority 🇲🇶,1468520424
314,ukrainiannproud,307,683,14516,13,"Father of Max and Ali. Husband of wonderful Wendy. Work in TV. Used to collect records, now collect synthesizers/soundmakers.",159170035
315,Gubegirl13,703,1714,19265,26,Crossing meeting TOM HIDDLESTON off my Bucket List! Met @twhiddleston three times #DreamsDoComeTrue Met @lancehenriksen twice too! I am a lucky lady ♥️,533198437
316,PrairieMouse55,1994,4748,14614,1,Cancer/Crohn's/Depression~Suspense/UK Film/Humour~Vinyl/Blues~Lean Left~Agnostic~Retired HCA~Discuss not Argue~Love Books/Animals~Vaxxed💉!~♥️KINDNESS ALWAYS♥️~,827986753369804801
317,CatusPetasatus,927,1639,8682,10,"#IStandWithTruckers #NoVaccineMandate #TruckersForFreedom Old proverb: the dogs bark, but the caravan goes on",1464932193956937728
318,MonstazFaye,865,2020,7951,6,"Gamer. 
Tarot Reader. 
Fangirl. 
SingleBitch. 


{You follow me, I follow back. You can unfollow me after I follow you back, I don't care about follows.}",1260003199
319,PExul23,315,1002,24430,4,Enough for everyones need 🌍 not everybodys greed,1435298788449689607
320,HarrySi59604046,0,4,22,0,,1473817636266037260
321,BaruchelNDG,302405,1999,32409,1103,Canadian. Director of GOON: LAST OF THE ENFORCERS and RANDOM ACTS OF VIOLENCE. Author of BORN INTO IT.,384031846
322,wh0rebrain,1103,3266,8636,2,Brianna. Canadian and American. Bi. Vaccinated. Political science student. She/Her. Liberal views 🥳,1177038846
323,pewpewpew,1811,2463,287705,115,BLM.,6127492
324,AllisonKn,103,806,789,2,Tired and happy Mom. Interior Designer.,70804866
325,leighfromcanada,2024,1093,54362,7,Tired. As. Fuck.,867367905062793218
326,Znapkel_Zeppo,251,248,18626,0,"Opinions are opinions, facts r facts. I follow you cause you're interesting, not for #'s. I served. Likes/retweets not endorsements. Angry over misogyny/racism.",2350941734
327,Gale20834747,144,346,4043,0,Worked in hospital through SARS and H1N12009 pandemic.,1207485978836971526
328,llarisah,1707,3883,205289,119,Class A contractor - she/her,21997254
329,theresafromwpg,40,94,806,0,Mom. Librarian. Science over lies. She/ her. Film buff. Board game player. Reader. We need to look out for each other and hold government accountable.,1480026144770457600
330,NadineNonny,1994,72,169206,16,“Nothing makes the earth seem so spacious as to have friends at a distance; they make the latitudes and longitudes.”... Henry David Thoreau,175594809
331,Soljiminiepark,320,612,22633,1,"KPOP (Kep1er, Twice, Itzy, RV, aespa, LOONA, GG hate is not accepted in my TL), Normani, and anything else that comes across my TL🏳️‍🌈 .. 23, her/she",4646405789
332,Katiesftw57,510,817,37892,5,"Ally, BLM, All Children Matter, T&R supporter. Video game nerd, knows the difference between fewer and less.
DM me before you take me to dinner and I block you.",245630986
333,wilson50,551,1081,9238,12,"Past Trustee of the McMichael Cdn Art Collection. Speakers Bureau, United Way Toronto and JVS Toronto Board. Interested in building strong neighbourhoods.",36987066
334,Holmes_jeff,35,288,2066,4,Retweeting what I think I may want to read or listen to later.  Or if I think it’s funny or interesting.,143631735
336,LoreneHat,468,1047,14680,18,"8 Time  World Triathlete champion. Paralympian, digital marketing & certified triathlon coach & personal trainer. Avid Zwifter!",60354809
337,Confeddy2,17,170,843,1,"Senate-Elect
He/Him
Love where I live, some of the people less so.",1092468466244702210
338,broomstick33,6175,5585,534448,270,"Not now, and never have been, a member of any political party",748523910
340,LisaThompsonMPP,13963,1347,19183,205,"MPP for the Riding of Huron-Bruce, Ontario Minister of Agriculture, Food & Rural Affairs, Chair Commonwealth Women Parliamentarians, Canada",712815672
341,AmitAryaMD,25170,468,13204,240,"Palliative Care Physician working in hospital, home care & LTC. Advocacy & research for a better life for people who live & work in LTC. #LTCJustice",3014537423
342,viper1958,40,17,13526,0,Neck cancer survivor. Still here after eight years! US Army Survivor! Once a soldier always a soldier! Live like there's no tomorrow!,318608718
343,4th4drz2qk,17,32,425,0,Learning everyday! Busy reading Noelle and Jennie’s 🧵,1478467188692594693
344,EnglundBob,3019,4222,235090,48,,931115610
346,WhereverIamtday,453,992,10463,1,"🌊🌬⛵🐕 Imperfect. Loving honesty, integrity. respect. MASKING is CARING. #STOP_forced_human_reproduction! NO 2 liars, racists, religion as government.",2189577338
347,IslandGirlPRV,41362,32954,184391,59,#NeverForgetJan6th darkest day in America’s democracy. #SaveOurDemocracy🗽R/Catholic🎚Puerto Rican🇵🇷 with a Cuban🇨🇺 Dad #Boricua💃❤️‍🩹 #OneV1 Z2 🚫DM/MAGA,1218076646546333696
348,FrancisMaudeAdv,3648,4418,265571,32,"#FreeLaz 
Fan account for the entertainment character Lazarou Monkey Terror
Husband to @Rachey_W_P
Destroyer Of Worlds",540672851
349,davemacladd,95579,59390,38218,117,Twitter please validate my existence or at the very least end this Tory Brexit nightmare 🌹🇪🇺 https://t.co/31Dk8RzYXf 🎸 🎧 👊,31252613
350,jim_random_num,163,304,939,1,never sure what to write here. doubt if anyone reads it anyway.,1428364962733248516
351,AvaSantina,47577,2361,6929,129,Political Correspondent @PoliticsJOE_UK @JOE_co_uk | Formerly @LBC | ava@joe.co.uk,173530099
352,SirGorden,236,352,2201,1,𝒯𝒽𝒶𝓉'𝓈 𝓌𝑜𝓃𝒹𝑒𝓇𝒻𝓊𝓁.,1459212445663301635
353,KeejayOV3,4424,3315,15036,9,"Newly returned Londoner, Political analyst & sporting previewer for @StarSports_Bet. All RT’s & likes absolutely not endorsements unless stated (He/Him)",1363960435788173312
354,robstewart100,968,1010,11072,4,"Retired with my best Girl, best Cigars and best Wine, Basset Uber Driver for @bhrscvolunteer. Basset Rescue Dad to Louise.  Our Sasha OTRB 12/18/18🌈 #Resist",1663368462
355,ian_frogman,1055,1180,80851,29,Clean Water for Indigenous Communities - LBGTQ+*- Feminist - Union Strong - Descendant of the Fuadach nan Gàidheal 😺✌️🍷,931172473
356,GayleThomson13,3475,3458,130305,3,"Politicial Science! l do not answer DM's. I calls 'em as l see em. Please care for the animals, they feel too.#lStandWithTrudeau
🇨🇦🇺🇲 BLACK LIVES MATTER",971536182969384960
